### Coordinate 4 = 252 runs
16	16	16	252	3.9956902827523946	4.028418765780048	4.4787419946242626e-12
32	32	32	252	9.92851046396504	9.822707851316435	2.82383092712917e-11
48	48	48	252	15.581956311007914	15.425128319571524	9.583847620756927e-11
64	64	64	252	18.694416962151465	18.951995373048003	1.514028702999699e-10
80	80	80	252	21.628224181103807	21.544670107378604	3.5555543502765404e-10
96	96	96	252	25.521670798037633	25.330579524138614	6.948444285845223e-10
112	112	112	252	26.939816330805154	24.456825765813058	1.035540299179102e-9
128	128	128	252	28.089222551071973	25.360317883815995	1.4054468446003316e-9
144	144	144	252	31.287815918521314	27.474181859548512	2.3319415776070824e-9
160	160	160	252	31.68759454347986	28.01849977552685	2.7202352521819815e-9
176	176	176	252	32.911512190641446	28.810250035856004	3.2663782701357734e-9
192	192	192	252	34.30661205873846	32.273622379111565	5.120951088127394e-9
208	208	208	252	35.378388035503825	33.0989520532339	6.220326762363569e-9
224	224	224	252	35.481616505553895	31.62209886963574	7.81978276732688e-9
240	240	240	252	37.15018326542812	34.22732707706801	8.244966720056615e-9
272	272	272	252	37.63969779575018	36.77222394527943	1.3350761669530953e-8
288	288	288	252	37.69286068831947	36.585111117237254	1.5820495299398143e-8
304	304	304	252	36.73240582905799	35.83462315211245	1.885928213596344e-8
320	320	320	252	36.02158380335316	35.1110196459277	2.1099132968502476e-8
336	336	336	252	35.83213435448316	35.03530895334174	2.3363252850102598e-8
352	352	352	252	34.98406105665982	34.132409837396175	2.6069755116274846e-8
368	368	368	252	34.26931410606745	33.359129337215656	2.8842821064315597e-8
384	384	384	252	34.032429293749175	33.04797521862908	4.169164092391616e-8
400	400	400	252	33.41241019948626	32.37079980442642	4.275724152988658e-8
416	416	416	252	32.67868378902408	31.766665300871104	4.711010345008624e-8
432	432	432	252	32.491591897560376	29.85480733247824	5.2045851974367606e-8
448	448	448	252	31.72535897502645	30.748224158016765	5.868995060473682e-8
464	464	464	252	31.19277067391811	28.749946578641868	5.993297754529201e-8
480	480	480	252	30.913384483116406	29.99393646265242	6.764281194867143e-8
496	496	496	252	30.220167769225007	29.19553821240054	7.325697177312716e-8
512	512	512	252	28.19571393724795	28.15112777140753	7.568392773684131e-8
528	528	528	252	28.57675871610432	26.618424280680724	9.342980536806921e-8
544	544	544	252	28.144783072115754	26.197725083953816	1.0589674173671289e-7
560	560	560	252	27.564821744018968	25.697086205511788	1.2210629908412037e-7
576	576	576	252	27.348151574232975	25.4324636302612	1.245119420168392e-7
592	592	592	252	26.746908568242574	24.897766544449958	1.3143532149127584e-7
608	608	608	252	26.341862042565193	24.525136465100573	1.4549214142216408e-7
624	624	624	252	26.005014676771466	23.586251730624532	1.5841520496852088e-7
640	640	640	252	25.563512397359425	23.829382881842445	1.6892918203068548e-7
656	656	656	252	25.0846221398338	23.376996681144085	1.7507130471695302e-7
672	672	672	252	24.979397992107064	23.320263848787683	1.924325198087343e-7
688	688	688	252	24.558714217220203	22.87362148691297	1.983629633874326e-7
704	704	704	252	24.11910037728328	22.595283529395005	2.0309025758652863e-7
720	720	720	252	23.92756934155629	22.363339385083833	2.1577560272996463e-7
736	736	736	252	23.562537283754228	22.02243084948016	2.452757838574279e-7
752	752	752	252	23.122623790614412	21.666868513396366	2.7019913436197366e-7
768	768	768	252	22.088419572184836	21.28551551579648	2.903516686460074e-7
784	784	784	252	21.987785463622146	20.72242537497637	3.23596736546993e-7
800	800	800	252	21.742875932140873	20.4619940947837	3.405891349391068e-7
816	816	816	252	21.5966923781774	20.31838216983708	3.602617673659429e-7
832	832	832	252	21.30685707046064	20.061105252048037	3.7121354236839695e-7
848	848	848	252	20.992391115504905	19.800977317966854	4.1036571025601607e-7
864	864	864	252	20.890794407869574	19.650812986781478	4.2852984396294364e-7
880	880	880	252	20.569164345814208	19.34249964317998	4.426281389347277e-7
896	896	896	252	20.264154872473366	19.089391349393185	4.48661690087697e-7
912	912	912	252	20.169377282186613	18.988242887941233	4.823855377885296e-7
928	928	928	252	19.921977451515435	18.81108840608437	5.025000986698252e-7
944	944	944	252	19.636362062420613	18.53053802000262	5.350008449425301e-7
960	960	960	252	19.537497098470542	18.435288723827696	5.257973757698147e-7
976	976	976	252	19.26394822012186	18.192892711611922	5.454561608092645e-7
992	992	992	252	19.050268214023873	17.998093313821087	5.688238943110548e-7
1008	1008	1008	252	18.903407073340457	17.84149332126286	5.780895594568614e-7
1024	1024	1024	252	17.848271508419245	17.272615730114463	6.334061699075594e-7
1040	1040	1040	252	17.961563423843288	17.008241140530956	6.255299326877016e-7
1056	1056	1056	252	17.91894217039625	16.96974062434725	6.996830083369288e-7
1072	1072	1072	252	17.687496445139544	16.79285188152749	7.774440766986028e-7
1088	1088	1088	252	17.499288157461482	16.6237953026736	8.077096042795069e-7
1104	1104	1104	252	17.37983524582039	16.516455649507016	8.767025721121136e-7
1120	1120	1120	252	17.193756300111083	16.335137460540775	9.368642205213268e-7
1136	1136	1136	252	16.998266524885945	16.158488489023778	9.960467722917672e-7
1152	1152	1152	252	16.8928418249996	16.04204420356796	9.976477653904933e-7
1168	1168	1168	252	16.715667741820084	15.875134891935279	1.067586567587087e-6
1184	1184	1184	252	16.57973086731921	15.771090339876741	1.0765251061888754e-6
1200	1200	1200	252	16.461228675943012	15.653866473851938	1.095932034213395e-6
1216	1216	1216	252	16.282333853415487	15.50555698446899	1.1579901756621564e-6
1232	1232	1232	252	16.088296856547345	15.312390976273011	1.2150843959568258e-6
1248	1248	1248	252	15.980874953608595	15.22443234864136	1.2738640933662211e-6
