8	8	8	8	0.14361851332398315	0.14021634944543337	2.0097183471152322e-14
16	16	16	16	0.997564539698003	0.9553352769679301	2.428351918216984e-13
24	24	24	24	3.1061678463094036	3.0501406586132718	9.305668722700432e-13
32	32	32	32	5.432585899614539	5.190353621351918	3.0758540693724815e-12
40	40	40	40	8.12208509153209	7.832338993422058	8.210677190285327e-12
48	48	48	48	12.135630418084055	11.76260370134014	1.5935634535649325e-11
56	56	56	56	14.33365981064316	13.358892438764645	2.961100216652941e-11
64	64	64	64	16.85976139177413	15.62613257033858	4.3006695405117677e-11
72	72	72	72	19.814357191203598	19.25869741883054	7.811071756289998e-11
80	80	80	80	20.605487418377923	20.01818057415426	1.1527284745356053e-10
88	88	88	88	21.951633555328282	21.905063443720316	1.647968260353973e-10
96	96	96	96	25.806090304515227	25.085016799217456	2.3452974654044663e-10
104	104	104	104	26.507305118295786	24.61624649859944	3.428203923799373e-10
112	112	112	112	27.49006735900835	25.37001489774728	4.583275803604519e-10
120	120	120	120	30.324434597582645	28.626215019651536	5.340770964831628e-10
128	128	128	128	29.21007584040783	28.215211161489098	7.10961961903732e-10
136	136	136	136	29.03392833440099	27.84732689215407	9.608672710146742e-10
144	144	144	144	32.256584899494705	29.596065070063066	1.188277712941263e-9
152	152	152	152	31.455834471639385	29.70105337939842	1.3887742872396659e-9
160	160	160	160	31.6710417963419	30.456815046975322	1.5892930027884485e-9
168	168	168	168	33.95252936258881	31.520102105934907	2.2317154231342503e-9
176	176	176	176	33.990641590368504	31.646510439946365	2.6154613516597276e-9
184	184	184	184	33.80772293911819	31.65872933188664	3.0183913564458893e-9
192	192	192	192	36.19694867883905	33.809157707313055	3.3214089036190662e-9
200	200	200	200	34.30300054777604	31.4248930326102	4.099406502595872e-9
208	208	208	208	35.035363715910606	31.399595070714334	4.9074271014793755e-9
216	216	216	216	36.92610068510279	33.81172995093998	5.709100437927632e-9
224	224	224	224	36.692611805571424	35.74223882222652	6.679440051215259e-9
232	232	232	232	37.32532256063751	35.82147165259349	7.235565797081373e-9
240	240	240	240	39.36403618051532	37.631020548159626	8.073047943220385e-9
248	248	248	248	38.663008976296624	37.31386054203346	9.289913504971193e-9
256	256	256	256	39.18532385224355	37.66104930813276	1.0481905249249767e-8
264	264	264	264	40.236180921005875	38.84629952180384	1.2748939492472823e-8
272	272	272	272	39.94063182881834	38.437779856581635	1.4053021942565757e-8
280	280	280	280	39.82401023900846	38.44751013752708	1.7066660881327396e-8
288	288	288	288	41.381227117252344	40.09096710661849	1.8453940023141316e-8
296	296	296	296	40.8416830479841	39.488405360724435	1.9606220447978637e-8
304	304	304	304	40.839681024304035	39.57763887656246	2.0931461915054866e-8
312	312	312	312	42.145405699441596	40.82479140714026	2.286368468694156e-8
320	320	320	320	41.22975857980794	40.46849745203953	2.4603050073083562e-8
328	328	328	328	41.03615275369187	40.309201821864725	3.007032776430797e-8
336	336	336	336	42.374449137442795	41.412944296271384	3.364704903122061e-8
344	344	344	344	41.92354497947082	40.99648623852287	3.649430022183181e-8
352	352	352	352	41.96468129018602	41.31081017401955	4.2323974640628337e-8
360	360	360	360	43.20719119686818	42.50963177179501	4.614982933479305e-8
368	368	368	368	42.68439043567411	42.00706059710154	4.57866063463757e-8
376	376	376	376	42.56272607059628	41.85859938039758	5.035174634647843e-8
384	384	384	384	43.741816916309155	42.988447393190064	5.259293281844072e-8
392	392	392	392	42.76001379989863	41.60614736936625	5.7094327667421725e-8
400	400	400	400	42.77341485233314	41.71831209012981	6.010098133851648e-8
408	408	408	408	43.78035791150016	42.75401117993655	6.521253408170199e-8
416	416	416	416	43.52674959011134	42.381645469111895	8.442735790482075e-8
424	424	424	424	43.3223432819343	42.24664746146779	8.032083544857926e-8
432	432	432	432	44.38708285033085	43.204358078493804	8.840699418605694e-8
440	440	440	440	44.01058208985683	42.818197834610785	1.0164651013644228e-7
448	448	448	448	42.265897236241194	42.86165396688444	1.1067858792743167e-7
456	456	456	456	44.80373479373345	43.77675285505256	1.1140502281708876e-7
464	464	464	464	44.53055082056074	43.48040707273978	1.174279221928909e-7
472	472	472	472	43.95256398895857	43.31553908314853	1.2536930267847813e-7
480	480	480	480	45.00995398355715	44.32116977879091	1.3054471811603927e-7
488	488	488	488	44.52945844344591	43.71455157509634	1.3860758455597998e-7
496	496	496	496	44.51086221328613	43.658773432693614	1.4440906573499874e-7
504	504	504	504	45.22202188157837	44.355195468305425	1.5544719572452548e-7
512	512	512	512	45.0767208061622	43.71034841778936	1.643804131384051e-7
520	520	520	520	44.89673181723951	44.04961471311266	1.8444419776013873e-7
528	528	528	528	45.81750388399793	44.56912629141938	1.9725579222461322e-7
536	536	536	536	45.41186445151451	44.090714418853416	2.0635889098432047e-7
544	544	544	544	45.43731349781382	44.22896428037662	2.3179269940607205e-7
552	552	552	552	46.213134493786306	44.911904137585935	2.472271161352792e-7
560	560	560	560	45.87132059688667	44.5736239813691	2.5096681048649824e-7
568	568	568	568	45.79095174176063	44.406641012653196	2.7195257063465167e-7
576	576	576	576	46.572443056418244	45.228048053165196	2.8686549505541405e-7
584	584	584	584	45.73683033675556	43.819506757287435	2.932882511792553e-7
592	592	592	592	45.583048770694894	43.79086414295335	3.150734606980549e-7
600	600	600	600	46.384034357685	44.45099319158954	3.1971369394891015e-7
608	608	608	608	45.98596456050505	44.07116248095221	3.370152590998002e-7
616	616	616	616	45.82897849681884	43.75035195236114	3.3826887223388163e-7
624	624	624	624	46.57285586934217	44.440575309818435	3.575453982903917e-7
